monthly_spending_ratio,savings_ratio,income_level,fixed_commitments_ratio,goal_progress_ratio,goal_delay_ratio,expense_frequency,spending_variance,emergency_fund_ratio,income_growth_rate,income_stability,risk_level,target_class
0.803,0.0495,0.4897,0.7519,0.2928,0.7245,0.8028,0.7805,0.0561,-0.0404,0.4504,0.7389,0
0.9308,0.0352,0.4748,0.7511,0.2162,0.7286,0.8,0.8271,0.1421,-0.0165,0.4488,0.7629,0
0.8423,0.0312,0.5113,0.6922,0.2763,0.6923,0.7577,0.7302,0.0656,-0.0285,0.4752,0.8702,0
0.7967,0.0313,0.4817,0.7318,0.2131,0.5327,0.8388,0.8254,0.081,-0.0276,0.4183,0.752,0
0.7977,0.0416,0.5016,0.733,0.3087,0.6002,0.789,0.7713,0.1091,-0.0117,0.3493,0.7064,0
0.8202,0.0332,0.5103,0.733,0.2293,0.5275,0.8,0.8294,0.0608,-0.0437,0.4023,0.8376,0
0.7851,0.0297,0.5845,0.7251,0.2656,0.7739,0.7657,0.7751,0.0975,-0.0338,0.3818,0.7005,0
0.887,0.0541,0.5815,0.772,0.2571,0.5028,0.8779,0.7115,0.0823,-0.034,0.3139,0.7111,0
0.899,0.0273,0.4927,0.753,0.2995,0.6919,0.823,0.8431,0.0865,-0.0207,0.4493,0.8171,0
0.8916,0.0241,0.5595,0.6689,0.2214,0.5585,0.7256,0.8064,0.1327,-0.0175,0.4277,0.8575,0
0.9398,0.045,0.5582,0.7524,0.3203,0.7742,0.8908,0.7068,0.1073,-0.0434,0.4241,0.7064,0
0.8033,0.0592,0.5301,0.6572,0.3176,0.5432,0.8112,0.7675,0.1377,-0.0462,0.4561,0.8818,0
0.7606,0.0509,0.5004,0.7179,0.3303,0.5692,0.7282,0.7186,0.1121,-0.0099,0.4317,0.7628,0
0.8552,0.0313,0.5034,0.6787,0.2252,0.5269,0.7435,0.8164,0.0639,-0.0069,0.4859,0.7628,0
0.7635,0.0232,0.4783,0.7954,0.2314,0.6909,0.7793,0.8217,0.0749,-0.0383,0.3235,0.76,0
0.9284,0.0262,0.4793,0.6598,0.3133,0.7046,0.721,0.7022,0.1133,-0.0258,0.3125,0.7461,0
0.8531,0.0354,0.5995,0.6932,0.2965,0.6048,0.7158,0.7914,0.1237,-0.0439,0.4408,0.7846,0
0.9426,0.0463,0.5462,0.7335,0.2346,0.5716,0.8234,0.7368,0.1251,-0.0148,0.4489,0.7129,0
0.8099,0.0355,0.5491,0.7362,0.3332,0.5756,0.8728,0.8231,0.1162,-0.0134,0.4302,0.7186,0
0.8399,0.0293,0.5252,0.7913,0.2974,0.6466,0.7226,0.7948,0.1108,-0.0202,0.4828,0.8079,0
0.8182,0.0428,0.5882,0.7901,0.3342,0.7055,0.8572,0.8261,0.0672,-0.0321,0.4113,0.7425,0
0.7818,0.0297,0.5833,0.6518,0.313,0.6323,0.7333,0.8354,0.0966,-0.0387,0.4364,0.8664,0
0.9216,0.0377,0.5769,0.76,0.2089,0.6701,0.8978,0.7155,0.0752,-0.0094,0.3825,0.7737,0
0.9468,0.0116,0.491,0.7704,0.2511,0.6691,0.787,0.7331,0.1246,-0.0201,0.4034,0.7228,0
0.7766,0.0461,0.5181,0.7408,0.3256,0.7018,0.7816,0.7774,0.1281,-0.0245,0.439,0.8289,0
0.8532,0.048,0.5693,0.6671,0.312,0.5848,0.7409,0.7089,0.1392,-0.0178,0.3932,0.7101,0
0.8101,0.052,0.5432,0.7298,0.2719,0.7248,0.8689,0.8476,0.0536,-0.0097,0.4821,0.855,0
0.793,0.0162,0.4536,0.7872,0.2505,0.543,0.8284,0.8214,0.1169,-0.0274,0.4192,0.7185,0
0.7659,0.044,0.5812,0.7715,0.3183,0.7811,0.855,0.8002,0.0605,-0.0467,0.3921,0.7182,0
0.9332,0.0594,0.4576,0.694,0.3159,0.7304,0.8253,0.8109,0.0987,-0.0109,0.3368,0.8319,0
0.8277,0.0314,0.5767,0.7439,0.2573,0.6875,0.7707,0.7945,0.0884,-0.0484,0.3341,0.7701,0
0.9205,0.0198,0.5714,0.752,0.2304,0.6676,0.8032,0.7077,0.0986,-0.0036,0.3956,0.7465,0
0.9426,0.029,0.5467,0.7337,0.312,0.6781,0.727,0.805,0.0968,-0.0402,0.4029,0.8153,0
0.8688,0.0166,0.5128,0.7127,0.2058,0.751,0.8522,0.7493,0.0805,-0.0247,0.3025,0.8586,0
0.885,0.0385,0.5848,0.7429,0.2307,0.6187,0.7909,0.8128,0.0708,-0.0162,0.4028,0.7423,0
0.8036,0.0475,0.5387,0.7068,0.3128,0.5215,0.7603,0.8397,0.1256,-0.0268,0.471,0.7747,0
0.7666,0.03,0.4779,0.7325,0.2165,0.7325,0.8824,0.7491,0.0791,-0.0478,0.3321,0.7551,0
0.8581,0.0172,0.4841,0.7323,0.3263,0.709,0.7631,0.7239,0.0791,-0.0025,0.3613,0.8818,0
0.8406,0.0315,0.4585,0.7634,0.2411,0.5983,0.7663,0.8448,0.0653,-0.0063,0.4794,0.8728,0
0.7784,0.0248,0.591,0.6956,0.275,0.7317,0.7137,0.7643,0.0676,-0.0188,0.301,0.7747,0
0.8851,0.0173,0.58,0.7465,0.2552,0.5815,0.7009,0.7432,0.0899,-0.016,0.3152,0.7986,0
0.8762,0.0457,0.58,0.7123,0.3307,0.795,0.8175,0.842,0.0569,-0.0154,0.331,0.8885,0
0.8737,0.0112,0.557,0.7178,0.3069,0.7419,0.7659,0.7733,0.0619,-0.034,0.3789,0.7795,0
0.767,0.0308,0.5767,0.716,0.2131,0.6315,0.7862,0.7133,0.0705,-0.0086,0.3594,0.8026,0
0.9039,0.0388,0.496,0.752,0.2012,0.6182,0.8894,0.7471,0.1025,-0.0099,0.4901,0.8466,0
0.8199,0.031,0.5143,0.751,0.3221,0.7061,0.7555,0.7337,0.0611,-0.0022,0.3757,0.8707,0
0.7775,0.051,0.4515,0.7291,0.2661,0.7107,0.8618,0.7115,0.0811,-0.0201,0.3011,0.7981,0
0.9437,0.0323,0.5154,0.7877,0.2671,0.7324,0.8267,0.802,0.061,-0.0116,0.4506,0.7622,0
0.8586,0.0126,0.5309,0.6789,0.2333,0.7448,0.7246,0.7359,0.1224,-0.0129,0.3,0.8332,0
0.9477,0.0486,0.5825,0.7035,0.2094,0.737,0.825,0.8125,0.1012,-0.0016,0.3258,0.8632,0
0.9148,0.0554,0.4578,0.6851,0.3425,0.7933,0.8727,0.8295,0.0501,-0.0262,0.3357,0.7823,0
0.912,0.0244,0.5839,0.7459,0.2483,0.5763,0.7724,0.71,0.0747,-0.0084,0.3809,0.7213,0
0.7919,0.049,0.5153,0.7278,0.3077,0.7273,0.805,0.718,0.085,-0.0395,0.321,0.8708,0
0.7695,0.0353,0.5904,0.6643,0.2327,0.7561,0.7946,0.7784,0.0774,-0.048,0.314,0.8271,0
0.752,0.0268,0.5992,0.7508,0.3492,0.6352,0.8021,0.7395,0.0572,-0.0096,0.3415,0.7866,0
0.8425,0.0586,0.5104,0.7944,0.2711,0.55,0.7318,0.8036,0.0931,-0.0314,0.3384,0.8969,0
0.7851,0.0174,0.4957,0.6999,0.295,0.7426,0.7888,0.7593,0.0733,-0.0431,0.4192,0.8754,0
0.7698,0.028,0.5291,0.6952,0.2362,0.764,0.7204,0.8306,0.0525,-0.0297,0.4318,0.8514,0
0.8688,0.0474,0.4516,0.7517,0.248,0.6718,0.7254,0.7923,0.0537,-0.0256,0.4696,0.7929,0
0.84,0.0298,0.5727,0.7306,0.2887,0.5562,0.8883,0.7769,0.1219,-0.0268,0.3305,0.8507,0
0.8281,0.0171,0.4912,0.7704,0.301,0.642,0.7704,0.7404,0.0513,-0.0222,0.4718,0.8465,0
0.8968,0.0284,0.5648,0.7984,0.2049,0.6367,0.7765,0.7888,0.0884,-0.0391,0.3814,0.7793,0
0.7972,0.0419,0.4807,0.7857,0.2461,0.6837,0.7957,0.8246,0.1135,-0.0105,0.3128,0.7247,0
0.7819,0.049,0.5616,0.7312,0.2632,0.7714,0.7996,0.7725,0.0885,-0.0139,0.3871,0.7663,0
0.9076,0.0227,0.5841,0.7521,0.3262,0.6745,0.7171,0.7509,0.1244,-0.0301,0.4775,0.8516,0
0.8631,0.0294,0.5257,0.7794,0.278,0.6718,0.8022,0.8454,0.1165,-0.0292,0.4446,0.7651,0
0.7894,0.0438,0.4814,0.7796,0.29,0.6366,0.8643,0.7555,0.1483,-0.0336,0.4208,0.8645,0
0.7524,0.0418,0.5833,0.7327,0.2922,0.6216,0.8472,0.751,0.1076,-0.0032,0.3247,0.8823,0
0.8848,0.017,0.5245,0.7227,0.2099,0.7367,0.7178,0.8297,0.1189,-0.0174,0.4678,0.8798,0
0.7642,0.0246,0.5572,0.7219,0.2384,0.5567,0.7479,0.8177,0.1309,-0.0368,0.3622,0.7373,0
0.8757,0.0507,0.5692,0.759,0.2185,0.6675,0.8216,0.7373,0.0769,-0.0266,0.3185,0.7387,0
0.9,0.0428,0.4643,0.7571,0.3367,0.6373,0.8434,0.8008,0.1132,-0.0266,0.304,0.8967,0
0.9055,0.0188,0.5933,0.6791,0.292,0.5929,0.7794,0.7753,0.1496,-0.0427,0.3155,0.7291,0
0.8545,0.0523,0.4721,0.7644,0.245,0.5789,0.7496,0.8128,0.1445,-0.0093,0.3952,0.7611,0
0.7979,0.0309,0.5595,0.674,0.2008,0.7597,0.8382,0.7708,0.074,-0.0136,0.4835,0.8654,0
0.8296,0.0561,0.5838,0.7332,0.2817,0.582,0.8831,0.7868,0.1332,-0.0207,0.3899,0.7433,0
0.8416,0.0395,0.506,0.6551,0.2413,0.5026,0.818,0.7444,0.1119,-0.0077,0.436,0.8063,0
0.9193,0.0256,0.5828,0.6514,0.3093,0.7528,0.8155,0.7628,0.1384,-0.0258,0.4031,0.704,0
0.9019,0.0551,0.5881,0.6656,0.3208,0.5761,0.7223,0.7457,0.1001,-0.0235,0.373,0.715,0
0.8473,0.0199,0.5492,0.6715,0.3366,0.6215,0.7433,0.8426,0.0741,-0.0212,0.4033,0.72,0
0.7677,0.0344,0.5652,0.7183,0.2857,0.6386,0.8033,0.8131,0.0858,-0.0057,0.4802,0.8736,0
0.8799,0.026,0.5864,0.7638,0.281,0.7278,0.8705,0.7724,0.1277,-0.0459,0.4671,0.7644,0
0.9043,0.0378,0.545,0.7464,0.2066,0.5558,0.852,0.7894,0.0508,-0.0041,0.3902,0.7577,0
0.9268,0.013,0.5556,0.7385,0.3343,0.5381,0.8492,0.8034,0.1158,-0.0234,0.4919,0.7465,0
0.8478,0.0128,0.5767,0.7956,0.3161,0.6386,0.796,0.8185,0.0911,-0.0198,0.3023,0.7795,0
0.771,0.0139,0.4756,0.6537,0.3362,0.6999,0.7439,0.8428,0.0533,-0.0383,0.34,0.8629,0
0.8589,0.0532,0.5992,0.7824,0.3352,0.7528,0.7411,0.8473,0.0642,-0.0146,0.46,0.8849,0
0.9241,0.0417,0.5339,0.7578,0.3082,0.5236,0.859,0.7582,0.1252,-0.0291,0.3592,0.7672,0
0.7941,0.0111,0.5314,0.655,0.2637,0.6619,0.7222,0.7596,0.0965,-0.0206,0.4438,0.8022,0
0.8009,0.0232,0.4662,0.7999,0.339,0.7765,0.7067,0.8347,0.0802,-0.0347,0.4226,0.8784,0
0.8601,0.0256,0.5336,0.7756,0.228,0.5178,0.7452,0.8025,0.1432,-0.0174,0.4516,0.7949,0
0.8084,0.0486,0.556,0.7409,0.3041,0.623,0.8462,0.7816,0.0836,-0.0065,0.4585,0.7931,0
0.7508,0.0549,0.4806,0.7482,0.3392,0.5418,0.8524,0.7267,0.0591,-0.0008,0.3369,0.7356,0
0.8327,0.0158,0.5471,0.7121,0.3453,0.5265,0.8122,0.7635,0.1094,-0.023,0.3363,0.8949,0
0.848,0.0554,0.571,0.7119,0.2217,0.6225,0.715,0.7224,0.1448,-0.0153,0.3981,0.8299,0
0.8768,0.029,0.594,0.6746,0.2098,0.6092,0.7429,0.7652,0.091,-0.0279,0.3705,0.82,0
0.788,0.0137,0.5265,0.6637,0.2001,0.5359,0.7887,0.754,0.1154,-0.0232,0.3462,0.7695,0
0.8421,0.0338,0.4618,0.7083,0.2506,0.7831,0.75,0.7478,0.0886,-0.0108,0.47,0.7614,0
0.7591,0.0464,0.55,0.7245,0.2571,0.6218,0.7648,0.7378,0.1349,-0.0326,0.3513,0.8696,0
0.8458,0.0418,0.461,0.7735,0.2523,0.5428,0.7933,0.7668,0.098,-0.0003,0.3458,0.8192,0
0.8627,0.0238,0.488,0.7273,0.2837,0.6337,0.8718,0.7049,0.1201,-0.0346,0.4576,0.8359,0
0.9013,0.0244,0.4865,0.7587,0.3301,0.7231,0.7944,0.8102,0.0671,-0.0092,0.3969,0.7195,0
0.764,0.03,0.5955,0.6713,0.3221,0.7104,0.745,0.7404,0.1493,-0.0382,0.3278,0.861,0
0.8304,0.027,0.4503,0.7863,0.2629,0.6591,0.7056,0.7185,0.144,-0.0049,0.417,0.8816,0
0.8612,0.0443,0.5911,0.7644,0.2299,0.6182,0.8143,0.8458,0.1246,-0.01,0.4838,0.8565,0
0.8901,0.0419,0.5376,0.6879,0.3318,0.6495,0.7949,0.7529,0.072,-0.0278,0.4881,0.7636,0
0.8132,0.0142,0.5193,0.6629,0.2655,0.7859,0.804,0.7544,0.1206,-0.0016,0.4693,0.8673,0
0.9259,0.0385,0.5609,0.7918,0.2271,0.6566,0.8597,0.7161,0.1338,-0.0143,0.3602,0.829,0
0.8096,0.057,0.5631,0.7265,0.2549,0.6004,0.7093,0.7434,0.1309,-0.006,0.3601,0.7643,0
0.8872,0.0357,0.5513,0.7495,0.3443,0.5248,0.7707,0.7439,0.1234,-0.0283,0.4425,0.7124,0
0.8913,0.0411,0.5681,0.693,0.2594,0.6643,0.7447,0.8472,0.1032,-0.0237,0.4371,0.7552,0
0.8997,0.053,0.592,0.7764,0.2938,0.7704,0.7033,0.7374,0.0724,-0.0369,0.3149,0.8331,0
0.7887,0.0145,0.5407,0.7796,0.282,0.5987,0.7697,0.7375,0.0829,-0.0076,0.4796,0.878,0
0.8631,0.0188,0.5102,0.6539,0.2648,0.6581,0.8988,0.7465,0.1365,-0.0468,0.4222,0.8277,0
0.7958,0.0539,0.5282,0.6543,0.2292,0.6372,0.8356,0.7988,0.0912,-0.0439,0.3147,0.7548,0
0.8093,0.0125,0.4998,0.7507,0.2931,0.6472,0.8909,0.742,0.1011,-0.0199,0.3944,0.8536,0
0.8999,0.045,0.5211,0.7867,0.3237,0.6563,0.7231,0.7718,0.1499,-0.0248,0.4764,0.8265,0
0.8044,0.06,0.4793,0.6676,0.2199,0.5113,0.8863,0.8027,0.0536,-0.0131,0.4282,0.8584,0
0.8693,0.036,0.531,0.7245,0.3459,0.695,0.7855,0.8357,0.1425,-0.0361,0.361,0.8665,0
0.7925,0.0183,0.5737,0.7259,0.3417,0.5942,0.8204,0.7889,0.1359,-0.0146,0.4629,0.7426,0
0.8026,0.0321,0.4764,0.69,0.2113,0.7432,0.8879,0.8149,0.0845,-0.0016,0.4126,0.7025,0
0.8572,0.0594,0.5235,0.7416,0.2201,0.6183,0.8245,0.8179,0.0585,-0.0264,0.3697,0.8885,0
0.8914,0.0118,0.558,0.7521,0.2133,0.5399,0.7551,0.8103,0.1145,-0.036,0.4531,0.7447,0
0.8136,0.0502,0.4979,0.7756,0.2038,0.6675,0.7888,0.7481,0.1487,-0.0338,0.3206,0.8756,0
0.7686,0.057,0.564,0.7165,0.3236,0.6265,0.8415,0.8051,0.0591,-0.0072,0.4589,0.8064,0
0.7741,0.0301,0.5501,0.7949,0.2823,0.7841,0.7061,0.8336,0.0623,-0.036,0.3493,0.8806,0
0.8968,0.0237,0.53,0.7273,0.3092,0.7865,0.7959,0.834,0.0517,-0.0426,0.3042,0.7331,0
0.8729,0.0402,0.4506,0.7371,0.3325,0.5703,0.7985,0.7802,0.076,-0.0367,0.3738,0.8233,0
0.7821,0.0159,0.5604,0.7601,0.3431,0.6662,0.7898,0.8182,0.1319,-0.0323,0.3001,0.7887,0
0.8299,0.0587,0.5703,0.6848,0.3423,0.7302,0.7781,0.7822,0.0524,-0.0299,0.4279,0.8044,0
0.9124,0.0374,0.4925,0.7957,0.3207,0.6891,0.7438,0.7643,0.1147,-0.0159,0.3724,0.8586,0
0.7949,0.0312,0.534,0.7948,0.3493,0.6778,0.7482,0.8174,0.0556,-0.0259,0.3192,0.7951,0
0.8203,0.043,0.545,0.7517,0.3077,0.5753,0.8599,0.773,0.1134,-0.0186,0.3648,0.8868,0
0.8088,0.0349,0.5778,0.7202,0.2113,0.542,0.8144,0.8426,0.1398,-0.0027,0.4387,0.8075,0
0.8876,0.0405,0.5526,0.6589,0.3175,0.7198,0.8311,0.7945,0.0642,-0.0036,0.3149,0.8936,0
0.7903,0.0435,0.5277,0.729,0.3041,0.688,0.7405,0.797,0.0597,-0.0345,0.324,0.7827,0
0.777,0.047,0.4812,0.7099,0.3385,0.7855,0.8762,0.7819,0.1373,-0.0261,0.4654,0.7281,0
0.9046,0.0105,0.5319,0.7156,0.2505,0.796,0.7678,0.8268,0.0536,-0.0266,0.37,0.778,0
0.8246,0.0194,0.5742,0.7283,0.2589,0.7704,0.7804,0.7765,0.148,-0.006,0.3399,0.7949,0
0.7936,0.0542,0.5309,0.6869,0.3392,0.6664,0.7112,0.7993,0.0513,-0.0276,0.3363,0.883,0
0.9107,0.0451,0.4532,0.7201,0.3093,0.7255,0.7503,0.7927,0.0523,-0.0358,0.4056,0.7517,0
0.9466,0.0288,0.5304,0.7813,0.2884,0.6842,0.7397,0.7684,0.1059,-0.0059,0.4842,0.763,0
0.8718,0.0266,0.5132,0.7384,0.2156,0.7865,0.7041,0.8311,0.1207,-0.0105,0.4709,0.7617,0
0.7661,0.0506,0.5624,0.7921,0.3442,0.5295,0.7609,0.8094,0.0995,-0.001,0.41,0.7329,0
0.9168,0.0368,0.5228,0.7651,0.3205,0.5188,0.8284,0.7316,0.1161,-0.0157,0.4788,0.8973,0
0.9318,0.0387,0.594,0.6587,0.2513,0.7186,0.8567,0.8132,0.0727,-0.023,0.4515,0.8154,0
0.9325,0.042,0.4578,0.7622,0.3124,0.5696,0.7905,0.7998,0.1315,-0.0398,0.354,0.8234,0
0.9449,0.0527,0.5093,0.7197,0.2282,0.7493,0.7325,0.7558,0.0772,-0.0021,0.4969,0.7469,0
0.881,0.0112,0.4881,0.7445,0.2342,0.664,0.8478,0.8355,0.065,-0.0354,0.3152,0.838,0
0.8982,0.0166,0.4709,0.6828,0.2625,0.6236,0.8052,0.7884,0.1091,-0.005,0.3706,0.7486,0
0.8479,0.0245,0.5874,0.6913,0.2057,0.6924,0.8132,0.7351,0.1499,-0.0122,0.4666,0.8092,0
0.9126,0.0126,0.4719,0.6516,0.3411,0.7412,0.7171,0.7034,0.1451,-0.0016,0.3267,0.708,0
0.805,0.0321,0.5467,0.7507,0.2041,0.56,0.7142,0.7622,0.1147,-0.0034,0.4437,0.7374,0
0.7963,0.0563,0.5509,0.799,0.2514,0.5354,0.7124,0.8395,0.092,-0.0485,0.4548,0.8872,0
0.9207,0.0152,0.5542,0.6878,0.2518,0.6256,0.7436,0.7361,0.0855,-0.038,0.3851,0.8269,0
0.7885,0.0507,0.4866,0.7658,0.3439,0.7346,0.8677,0.8494,0.0829,-0.0255,0.4627,0.8612,0
0.8824,0.0452,0.5591,0.7854,0.3166,0.5231,0.7503,0.8472,0.1389,-0.0277,0.3352,0.887,0
0.9042,0.0495,0.522,0.7456,0.2153,0.6109,0.8892,0.8211,0.1327,-0.002,0.3433,0.7879,0
0.7813,0.0436,0.5453,0.7,0.238,0.5116,0.7458,0.7605,0.1101,-0.01,0.4699,0.7682,0
0.9134,0.0425,0.5082,0.6775,0.284,0.7513,0.7506,0.8199,0.13,-0.012,0.4777,0.7841,0
0.8172,0.0282,0.5799,0.7444,0.3496,0.7725,0.8717,0.8088,0.1093,-0.0076,0.3094,0.7345,0
0.8144,0.0407,0.4924,0.7786,0.2073,0.6321,0.8107,0.8092,0.0698,-0.0263,0.4916,0.7761,0
0.8128,0.0294,0.4898,0.743,0.2159,0.5383,0.7065,0.8497,0.1199,-0.0043,0.3145,0.7636,0
0.9043,0.0548,0.5082,0.7279,0.2865,0.5609,0.7692,0.8256,0.1253,-0.0296,0.3833,0.811,0
0.8243,0.026,0.528,0.7307,0.3213,0.7931,0.8269,0.71,0.108,-0.0202,0.4523,0.7575,0
0.8677,0.0541,0.489,0.6875,0.3456,0.6534,0.8052,0.7721,0.0529,-0.0465,0.3059,0.8859,0
0.7584,0.012,0.4552,0.6697,0.3335,0.5379,0.7094,0.8125,0.1157,-0.0246,0.3829,0.799,0
0.9275,0.0389,0.4718,0.6927,0.2598,0.7715,0.7118,0.8141,0.0541,-0.0412,0.4622,0.8755,0
0.766,0.0558,0.4776,0.6714,0.2009,0.5881,0.8563,0.7091,0.1411,-0.004,0.3686,0.729,0
0.7537,0.0419,0.5918,0.7427,0.2871,0.5135,0.7116,0.8366,0.0672,-0.0477,0.3603,0.8904,0
0.804,0.0442,0.5424,0.6934,0.34,0.5117,0.877,0.7338,0.0753,-0.0192,0.3724,0.8238,0
0.9488,0.0492,0.5514,0.6618,0.2851,0.7024,0.8783,0.7071,0.1073,-0.0467,0.3225,0.7155,0
0.7541,0.0379,0.4844,0.7013,0.3318,0.6756,0.7436,0.8486,0.1437,-0.0096,0.3611,0.8937,0
0.9483,0.0478,0.5573,0.7024,0.2313,0.5537,0.889,0.7893,0.124,-0.0326,0.4143,0.8246,0
0.843,0.0443,0.4529,0.7254,0.2711,0.5384,0.8755,0.8313,0.1015,-0.0232,0.412,0.7476,0
0.8996,0.0568,0.5014,0.7171,0.3466,0.6338,0.7476,0.82,0.0768,-0.0431,0.4413,0.8755,0
0.7964,0.0242,0.5931,0.7579,0.3381,0.5665,0.8732,0.8268,0.1348,-0.0126,0.4177,0.8232,0
0.8442,0.0178,0.5634,0.6628,0.2243,0.7516,0.7465,0.7858,0.1356,-0.0469,0.4425,0.7071,0
0.8613,0.0224,0.5803,0.6887,0.2233,0.5164,0.8304,0.7532,0.0765,-0.0396,0.4751,0.8419,0
0.8041,0.0572,0.4739,0.7947,0.2129,0.7903,0.7464,0.7946,0.066,-0.0493,0.4621,0.7402,0
0.9071,0.0265,0.539,0.6734,0.322,0.6947,0.7674,0.815,0.1394,-0.015,0.4482,0.7048,0
0.7642,0.0245,0.5385,0.6835,0.265,0.6042,0.8479,0.7702,0.0951,-0.0216,0.3535,0.8989,0
0.8305,0.028,0.4685,0.791,0.2851,0.748,0.8152,0.739,0.1296,-0.0045,0.4445,0.759,0
0.9424,0.0306,0.5905,0.7229,0.2115,0.6396,0.892,0.8416,0.1252,-0.0243,0.3564,0.8158,0
0.7581,0.0596,0.4705,0.7005,0.3422,0.6854,0.8294,0.7396,0.1017,-0.0348,0.3719,0.8953,0
0.9495,0.0396,0.5805,0.6655,0.2844,0.6675,0.887,0.7604,0.1118,-0.0096,0.3012,0.8049,0
0.8094,0.0472,0.4505,0.7341,0.2988,0.6018,0.7428,0.7001,0.083,-0.0314,0.3727,0.8975,0
0.9255,0.0294,0.5967,0.7049,0.2324,0.7883,0.7925,0.7041,0.0951,-0.0356,0.3636,0.8064,0
0.7616,0.0532,0.4752,0.7415,0.3039,0.5458,0.8794,0.8179,0.0984,-0.0057,0.3818,0.7808,0
0.8304,0.0524,0.5377,0.7897,0.2564,0.5225,0.8939,0.8431,0.143,-0.0322,0.4938,0.8336,0
0.8096,0.0361,0.5368,0.7081,0.3449,0.5251,0.8935,0.757,0.1094,-0.0264,0.4667,0.8846,0
0.8467,0.0129,0.5844,0.7257,0.3361,0.5802,0.8176,0.7661,0.0588,-0.0117,0.3287,0.8229,0
0.9466,0.0489,0.5581,0.7265,0.3137,0.739,0.8775,0.8476,0.1217,-0.0208,0.4139,0.7248,0
0.8589,0.036,0.5271,0.7602,0.2419,0.6338,0.7162,0.8178,0.1219,-0.0071,0.4573,0.8983,0
0.832,0.0558,0.4804,0.6688,0.271,0.7064,0.7902,0.7212,0.1266,-0.0387,0.3969,0.8701,0
0.7772,0.0394,0.4712,0.701,0.3252,0.7706,0.8801,0.8428,0.0634,-0.021,0.3413,0.7403,0
0.7923,0.0598,0.4608,0.7328,0.3308,0.6141,0.7711,0.74,0.0743,-0.0025,0.4909,0.7397,0
0.7533,0.0193,0.5479,0.7373,0.2057,0.5146,0.8735,0.804,0.143,-0.0113,0.3114,0.8426,0
0.8719,0.0131,0.5815,0.7562,0.2442,0.5229,0.731,0.8078,0.1355,-0.0339,0.4022,0.8683,0
0.8976,0.0417,0.5446,0.6538,0.2187,0.5778,0.7939,0.8379,0.0806,-0.0345,0.3751,0.7322,0
0.9319,0.0541,0.5254,0.7312,0.3104,0.5905,0.7239,0.7596,0.0975,-0.037,0.3852,0.8535,0
0.9351,0.0106,0.5671,0.6626,0.2489,0.5557,0.7123,0.7362,0.1127,-0.018,0.333,0.8599,0
0.8908,0.0581,0.5614,0.7749,0.3348,0.5568,0.8944,0.8332,0.1172,-0.0422,0.3479,0.7497,0
0.7531,0.0348,0.4894,0.777,0.2,0.5828,0.7518,0.7386,0.0535,-0.0321,0.4532,0.8244,0
0.8337,0.0388,0.5882,0.6664,0.2287,0.5137,0.731,0.7913,0.1201,-0.0487,0.3207,0.7549,0
0.763,0.0363,0.5358,0.7315,0.3077,0.5907,0.7201,0.7273,0.0777,-0.0141,0.4663,0.7162,0
0.7544,0.0313,0.5934,0.7412,0.2756,0.6378,0.8884,0.8187,0.0866,-0.039,0.3716,0.8652,0
0.8055,0.0415,0.5559,0.7077,0.2514,0.605,0.7086,0.7657,0.0723,-0.0307,0.4375,0.8308,0
0.8936,0.0527,0.5735,0.6855,0.2258,0.5663,0.8241,0.7116,0.1472,-0.0252,0.4378,0.7937,0
0.8724,0.0531,0.5613,0.6545,0.2582,0.5053,0.8096,0.8297,0.0914,-0.0259,0.3477,0.8094,0
0.8422,0.0353,0.5454,0.7731,0.2075,0.6204,0.8109,0.8459,0.0925,-0.0327,0.3765,0.756,0
0.7899,0.0439,0.5721,0.7004,0.2831,0.6104,0.7331,0.7535,0.0598,-0.0298,0.318,0.8065,0
0.8177,0.0296,0.5661,0.787,0.306,0.7688,0.7078,0.701,0.0519,-0.0237,0.46,0.8322,0
0.8117,0.0412,0.5074,0.6906,0.2189,0.5196,0.7309,0.708,0.1469,-0.0495,0.344,0.8929,0
0.941,0.0535,0.4923,0.7412,0.271,0.6967,0.8998,0.8248,0.139,-0.0026,0.4909,0.8433,0
0.8114,0.0371,0.4728,0.6599,0.309,0.7977,0.817,0.7443,0.0698,-0.0319,0.3095,0.7433,0
0.7565,0.018,0.4837,0.7031,0.2981,0.5363,0.8771,0.7536,0.1475,-0.0022,0.3999,0.7247,0
0.7682,0.0408,0.4955,0.7148,0.2976,0.6749,0.7271,0.8316,0.1292,-0.0003,0.3941,0.7657,0
0.8858,0.0541,0.5631,0.735,0.2749,0.5638,0.8132,0.7725,0.0755,-0.0467,0.3659,0.7079,0
0.7644,0.0515,0.591,0.6794,0.2416,0.5928,0.8105,0.7803,0.0912,-0.0095,0.4358,0.7776,0
0.8967,0.0482,0.4966,0.6896,0.3449,0.7669,0.7827,0.8283,0.139,-0.0465,0.3557,0.7848,0
0.9104,0.0504,0.523,0.6929,0.2858,0.6312,0.8423,0.7666,0.0602,-0.006,0.4764,0.7103,0
0.8661,0.0167,0.5766,0.7198,0.2219,0.5508,0.8566,0.7074,0.1407,-0.032,0.4961,0.85,0
0.8116,0.0237,0.588,0.793,0.2621,0.5619,0.8818,0.796,0.0768,-0.009,0.4998,0.8332,0
0.7829,0.0174,0.4707,0.7999,0.2508,0.5252,0.7823,0.7691,0.0596,-0.0096,0.4254,0.7738,0
